test	subtest	status
/dom/nodes/Element-classlist.html	classList.replace("c", "d") with attribute value "a a a  b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("c", "d") with attribute value "a a a  b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("c", "d") with attribute value "a a a  b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.replace("c", "d") with attribute value "a a a  b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("d", "e") with attribute value "a b c" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("d", "e") with attribute value "a b c" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("d", "e") with attribute value "a b c" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace("d", "e") with attribute value "a b c" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.replace("d", "e") with attribute value "a b c" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(null, "b") with attribute value "a null" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(null, "b") with attribute value "a null" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(null, "b") with attribute value "a null" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(null, "b") with attribute value "a null" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.replace(null, "b") with attribute value "a null" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(undefined, "b") with attribute value "a undefined" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(undefined, "b") with attribute value "a undefined" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(undefined, "b") with attribute value "a undefined" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.replace(undefined, "b") with attribute value "a undefined" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.replace(undefined, "b") with attribute value "a undefined" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when removed (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when removed (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when removed (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when removed (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when removed (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "   a  a b" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "   a  a b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "   a  a b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "   a  a b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "   a  a b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "foo" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "foo" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "foo" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "foo" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toString() when set to "foo" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", false) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", false) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", false) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", false) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", false) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" ", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", false) with attribute value " a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", false) with attribute value " a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", false) with attribute value " a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", false) with attribute value " a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", false) with attribute value " a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle(" a", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("") with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("") with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("") with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("") with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("") with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", false) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", false) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", false) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", false) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", false) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A") with attribute value "a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A") with attribute value "a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A") with attribute value "a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A") with attribute value "a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A") with attribute value "a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A", false) with attribute value "a b  c" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A", false) with attribute value "a b  c" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A", false) with attribute value "a b  c" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A", false) with attribute value "a b  c" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("A", false) with attribute value "a b  c" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", false) with attribute value "AA BB aa CC AA dd aa" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", false) with attribute value "AA BB aa CC AA dd aa" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", false) with attribute value "AA BB aa CC AA dd aa" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", false) with attribute value "AA BB aa CC AA dd aa" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", false) with attribute value "AA BB aa CC AA dd aa" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", true) with attribute value "aa" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", true) with attribute value "aa" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", true) with attribute value "aa" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", true) with attribute value "aa" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("AA", true) with attribute value "aa" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", false) with attribute value "\fa" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", false) with attribute value "\fa" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", false) with attribute value "\fa" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", false) with attribute value "\fa" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", false) with attribute value "\fa" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\fa", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", false) with attribute value "\na" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", false) with attribute value "\na" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", false) with attribute value "\na" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", false) with attribute value "\na" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", false) with attribute value "\na" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\na", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", false) with attribute value "\ra" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", false) with attribute value "\ra" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", false) with attribute value "\ra" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", false) with attribute value "\ra" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", false) with attribute value "\ra" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ra", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", false) with attribute value "\ta" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", false) with attribute value "\ta" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", false) with attribute value "\ta" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", false) with attribute value "\ta" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", false) with attribute value "\ta" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("\ta", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", false) with attribute value "a " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", false) with attribute value "a " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", false) with attribute value "a " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", false) with attribute value "a " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", false) with attribute value "a " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a ", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "   \f" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "   \f" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "   \f" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "   \f" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "   \f" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " A A A " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " A A A " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " A A A " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " A A A " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " A A A " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a a a " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a a a " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a a a " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a a a " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a a a " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a b c " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a b c " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a b c " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a b c " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value " a b c " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value "a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a") with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value " a a a " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value " a a a " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value " a a a " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value " a a a " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value " a a a " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\ra\na\ta\f" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\ra\na\ta\f" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\ra\na\ta\f" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\ra\na\ta\f" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\ra\na\ta\f" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "\t\n\f\r a\t\n\f\r b\t\n\f\r " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b  " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b  " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b  " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b  " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b  " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a  b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b a a c a a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b a a c a a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b a a c a a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b a a c a a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b a a c a a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a a b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a b a c a d a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a b a c a d a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a b a c a d a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a b a c a d a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value "a b a c a d a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", false) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   \f" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   \f" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   \f" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   \f" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   \f" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   a  a b" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   a  a b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   a  a b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   a  a b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "   a  a b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value " " (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value " " (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value " " (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value " " (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value " " (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a a a  b" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a a a  b" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a a a  b" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a a a  b" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a a a  b" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a b c" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a b c" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a b c" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a b c" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a b c" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value "a" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value null (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a", true) with attribute value null (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", false) with attribute value "a\f" (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", false) with attribute value "a\f" (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", false) with attribute value "a\f" (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", false) with attribute value "a\f" (XML node with null namespace)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", false) with attribute value "a\f" (foo node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", true) with attribute value null (HTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", true) with attribute value null (MathML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", true) with attribute value null (XHTML node)	PASS
/dom/nodes/Element-classlist.html	classList.toggle("a\f", true) with attribute value null (XML node with null namespace)	PASS
